	erytrocyty	trombocyty	weight	name	hbver	ssn	relationship	er-cv	smoker	indicator	hematokrit	leukocyty	alp	hemoglobin	ast	alt	etytr
5736	6.63748	6.02916	93.39721	Melissa Lyons	7.67044	080-08-5159	married	64.01314	no	1.00000	7.71546	9.34555	92.52260	6.62518	78.55935	1.03634	7.74702
5737	6.06328	7.54177	25.64502	Robin Hood	5.09964	049-44-6858	divoced	47.41133	no	1.00000	7.75295	7.23780	69.28577	5.09656	67.47936	0.84208	7.95633
5738	7.94865	6.51581	72.85936	Laurie White	8.50665	313-71-1305	married	48.39597	yes	1.00000	6.23233	4.18636	74.85726	7.04141	73.65593	2.02301	4.65068
5739	7.65867	8.16902	63.23219	Corey Gibson	8.20429	873-78-4776	divoced	78.63625	yes	0.00000	7.22468	8.26026	72.40298	5.27676	81.57792	1.50622	8.29219
5740	4.70705	7.88118	66.31003	Joseph Clark	7.69334	857-37-8957	separated	50.14712	no	0.00000	7.24866	8.63815	86.46442	6.02034	73.71015	0.62929	4.60374
5741	6.23985	7.69298	76.69065	Troy Allen	5.23641	632-79-7191	single	34.91500	Y	1.00000	7.23123	7.09889	82.33999	6.41852	75.84730	1.12291	8.51871
5742	6.79775	7.88078	84.64182	Michael Lang	8.14869	466-61-2275	married	61.15423	no	0.00000	6.87752	7.78245	20.52865	8.58951	77.43563	1.05286	7.92741
5743	5.65739	7.15165	99.54414	Robert Martin	5.66080	595-88-8397	separated	66.93431	yes	0.00000	6.51135	7.28085	83.56689	6.51795	79.34009	1.43213	6.39099
5744	6.09656	6.99154	7.66970	Joshua Luna	4.10320	542-82-9380	separated	54.91546	no	1.00000	7.25420	7.14224	77.18515	6.99840	68.40554	1.04608	8.06114
5745	5.72831	8.71364	139.63629	James Mitchell	7.36760	059-83-7058	divoced	43.69079	no	1.00000	7.87571	9.14306	86.44082	6.88793	60.51987	0.78020	8.29959
5746	4.56249	7.03755	42.81666	Pamela Weaver	7.11913	297-29-4236	single	75.28052	yes	0.00000	7.15883	9.46760	54.63625	7.57949	79.45047	0.92245	5.10184
5747	7.43654	8.34441	93.11647	Christopher French	7.74774	404-95-5827	single	71.73909	yes	1.00000	6.95978	7.10782	71.52385	7.11280	73.51790	1.79851	8.52822
5748	5.45392	7.24158	100.79484	Tracey Strong	6.31512	726-65-0286	widowed	53.30894	Y	1.00000	8.02154	9.07533	66.00191	7.56356	68.02486	0.79388	9.08325
5749	7.28124	6.93036	73.33344	Christopher Lopez	8.19710	865-72-3212	married	54.08113	yes	1.00000	7.50976	4.23167	80.03974	6.60580	86.33691	0.94725	5.00239
5750	7.03393	7.23747	31.25288	Aaron Mendoza	6.80107	054-09-4527	single	42.36701	no	1.00000	5.25853	9.21556	73.71141	7.19255	70.61951	1.41336	8.52827
5751	6.89586	5.82038	40.08314	Joseph Hansen	8.25754	115-51-0638	divoced	49.15709	no	1.00000	6.95815	3.98319	87.56998	6.55423	68.85091	1.45916	4.99124
5752	7.92438	7.87279	-35.23150	Brian Norris	5.17502	039-07-7309	married	37.00482	yes	1.00000	6.30555	5.61430	69.20541	7.14650	83.70420	1.76412	5.49710
5753	8.79096	5.98620	80.36900	Benjamin Murphy	11.75208	809-99-9552	widowed	67.50813	no	0.00000	5.77978	8.54179	82.30925	6.97574	66.73416	3.50336	11.63306
5754	5.50921	6.52962	67.17205	Matthew Snyder	6.08611	083-58-4124	nop	65.69080	yes	1.00000	6.38072	8.63692	82.27852	6.73377	75.01431	0.26190	7.31820
5755	7.57060	7.46489	64.73914	Carlos Smith	4.57918	217-08-0673	nop	53.09056	no	0.00000	6.71481	7.74183	43.52538	7.89291	67.75447	2.07316	4.63963
5756	5.57396	6.08365	126.61561	Melanie Weaver	5.94261	642-82-1962	widowed	36.24520	yes	1.00000	4.57167	8.39899	79.03335	6.95228	81.66087	1.27958	8.41009
5757	8.88774	7.07239	95.00712	Christian Bennett	7.54386	159-93-1346	married	50.72649	Y	0.00000	6.31987	6.15909	54.20544	7.71718	69.47448	4.63054	6.19097
5758	6.07615	6.97858	67.48598	Mary Williamson	3.70229	619-51-1327	divoced	67.46023	no	1.00000	7.78502	6.19755	89.04662	6.54849	79.61041	0.92433	6.96385
5759	10.14409	6.22577	61.42816	Tanya Rogers	5.71818	697-29-6048	divoced	59.17528	no	1.00000	7.10396	7.13625	83.38377	7.00467	65.86116	13.04533	6.50276
5760	5.60376	7.01777	62.77712	Shawn Smith	5.04390	174-76-6806	widowed	49.41304	no	1.00000	6.81811	8.07193	78.83781	5.72434	72.46674	1.05078	7.74342
5761	8.63556	7.66282	73.95486	Gregory Molina	7.83945	186-60-8434	divoced	36.57127	no	1.00000	7.72135	7.09905	88.36892	6.69162	62.55539	3.51409	6.41595
5762	6.72682	6.22750	76.87974	Theodore Liu	3.46143	079-54-7108	single	38.42453	no	0.00000	5.96089	6.25065	64.97379	7.62914	79.84773	1.23558	3.61958
5763		7.39780	97.85599	Melinda Brown	3.42804	352-27-5208	single	57.27246	no	1.00000	8.41689	5.65961	81.10968	6.79828	68.45427	1.01395	6.89084
5764	5.52904	6.22994	95.74963	Ashley Parrish	5.23106	230-69-0638	married	57.80855	Y	1.00000	5.50226	8.35209	68.21325	7.40974	74.83437	1.55129	8.60910
5765	5.74282	7.71719	77.55957	Ashley Becker	6.38313	382-86-1970	divoced	56.68999	yes	1.00000	8.22175	8.75152	68.49943	5.32378	68.97961	1.23462	8.07717
5766	4.66481	6.52165	103.95038	Nicholas Johnson	5.00584	411-17-5967	married	44.02417	no	1.00000	6.39508	7.45319	75.60633	6.98005	70.57366	1.08780	7.41663
5767	7.78360	6.90649	89.27633	Hector Ellis	7.22327	757-21-1762	single	61.93189	Y	1.00000	6.98054	5.33379	80.87607	5.88287	74.51525	1.92827	5.74458
5768	6.01473	6.08351	-1.89608	David Stokes	4.54996	882-60-4921	single	32.66339	no	1.00000	7.50746	3.56307	80.63862	5.84070	69.21487	0.79766	5.00319
5769	7.20588	8.06324	101.40457	Beth Robertson	6.73260	293-27-4082	divoced	53.93177	Y	1.00000	7.55735	5.60902	75.97179	5.38440	61.71891	1.51188	5.58384
5770	7.18305	6.49057	50.05692	Elizabeth Krueger	6.80566	161-46-4488	divoced	44.70485	yes	1.00000	6.76200	4.29193	80.77439	6.08971	68.27695	1.73736	5.10767
5771	6.04309	7.57409	115.42958	Eric Gonzales	6.31998	075-58-9583	divoced	45.32684	no	0.00000	7.11088	9.77985	80.16936	6.89284	78.34283	1.23804	5.58979
5772	6.72445	5.12345	45.09733	Dr. Jessica Martin	6.45846	445-55-1924	nop	75.88231	Y	1.00000	7.79760	4.05446	83.93870	6.73097	67.99142	1.36005	5.11494
5773	7.13971	6.99189	51.19032	Edward Dickerson	6.29784	386-73-0747	married	46.44797	N	1.00000	7.16335	5.57310	4.97824	9.55996	69.47466	1.12739	6.05260
5774	5.11043	6.68046	62.77579	Carrie Owens	5.34354	568-45-0970	married	50.57475	Y	1.00000	6.04073	7.71941	82.58491	6.77819	74.31532	0.89452	8.35118
5775	6.18954	5.29301	62.02241	Beth Robertson	3.75682	293-27-4082	single	61.34152	Y	1.00000	6.67239	6.46052	78.43686	5.59251	65.72840	1.31919	7.31653
5776	5.55075	8.92044	73.60170	Joshua Brown	6.84849	410-12-0747	married	66.03679	yes	0.00000	6.96365	8.93899	59.16932	7.55814	74.65224	0.76689	5.52642
5777	7.51929	5.82508	127.38398	Tiffany Alvarez	8.29475	717-94-4590	single	69.70968	no	1.00000	7.71126	5.14477	82.39131	6.51926	65.66402	1.58258	5.48964
5778	5.81667	7.60177	68.31404	Ashley Weaver	5.40451	811-73-9729	divoced	50.91480	Y	1.00000	5.26891	8.34187	59.01882	7.38812	75.66498	1.04269	8.67166
5779	5.47931	5.69467	75.84216	Brian Garcia		153-68-1699	nop	48.65145	yes	1.00000	6.70884	1.65633	89.10587	6.17195	72.67080	0.63680	4.22064
5780	7.04833	7.37255	101.39181	Sheila Parker	4.38015	284-41-1949	single	65.17744	yes	1.00000	8.41913	8.13554	64.06746	7.37556	74.62549	1.27172	7.06020
5781	8.82822	6.73764	33.59590	Rachel Dominguez	5.90802	605-29-7356	divoced	65.10241	yes	1.00000	6.06501	5.55219	87.62462	7.04106	66.97366	4.39547	5.72459
5782	6.05359	9.10454	62.63852	Jamie Middleton	9.04176	202-68-7788	divoced	63.59387	Y	0.00000	7.26549	6.60434	54.04142	4.76557	76.00638	1.21792	6.04813
5783	5.94737	6.46386	73.36446	Mark Lee	7.84021	859-59-0880	widowed	35.27792	yes	0.00000	7.42265	9.78318	78.31644	6.90696	78.21695	1.16162	6.86050
5784	7.82455	7.83922	89.53038	Michelle Delgado	8.28450	282-47-2534	married	51.04172	Y	0.00000	6.98888	8.26702	57.25396	7.55915	79.82059	1.83263	8.80166
5785	6.23009	6.09562	91.92490	Jeanette Morris	5.23794	501-22-3836	single	59.36743	no	1.00000	6.87780	7.79555	71.74446	7.22747	68.73582	1.01851	8.17176
5786	6.76973	8.33209	86.27310	Sarah Taylor	11.99311	866-94-2844	separated	62.51115	no	1.00000	8.44156	3.66839	63.02468	7.59339	67.18330	1.07421	4.44654
5787	7.27728	6.64175	49.10802	Jessica Morales	6.12717	406-31-8157	married	54.42037	Y	1.00000	6.05135	7.77057	70.59369	7.13347	73.15458	1.53145	7.24521
5788	6.96701	8.29185	100.37604	Jennifer Aguilar	11.56362	849-16-0404	married	73.74579	no	1.00000	8.06888	5.69282	85.64300	5.85655	81.83866	1.00237	5.44861
5789	10.75681	5.90999	25.71698	Sabrina Combs	7.25572	012-82-1466	widowed	51.11290	no	1.00000	5.70856	7.08617	35.62839	8.25003	80.69537	23.78199	6.00966
5790	5.80241	7.09057	26.28302	Gabrielle Dillon	7.82634	447-53-8663	married	56.44647	Y	1.00000	5.93467	9.53417	74.18990	5.73860	65.24870	0.95224	9.04515
5791	4.52413	7.92862	82.79122	Gregg Santana	4.69276	736-17-4906	married	70.03237	Y	1.00000	6.87749	7.80799	70.03137	7.25785	73.67708	0.79588	7.68864
5792	6.87892	6.61105	68.67678	Mark Pena	9.74393	688-01-1387	married	52.20401	no	1.00000	5.51824	4.18878	78.55347	6.67417	67.21170	1.48741	5.47316
5793	6.33753	6.79332	48.13507	Charles Schwartz	8.94127	534-99-0055	divoced	59.89070	no	1.00000	5.36282	3.83214	47.67755	7.83649	76.96064	0.74578	4.37229
5794	9.45586	7.36695	49.16732	Tanya Hall	5.74078	619-90-5573	single	72.76955	yes	1.00000	7.91468	6.42147	50.40207	7.93748	84.82034	7.00497	6.14109
5795	7.60609	5.79796	51.26084	Mark Liu	7.41135	045-63-9601	married	54.16302	Y	0.00000	7.16743	10.89560	60.91154	7.50840	71.51121	1.72652	9.31044
5796	8.65351	7.12356	61.89525	Jeffrey Higgins	7.54197	351-49-5921	separated	47.61118	no	0.00000	7.12707	7.43258	87.97294	6.36455	66.16554	3.23020	7.64491
5797	5.28103	4.57552	94.56555	Patricia Liu	5.24226	672-03-6288	married	45.90522	no	1.00000	5.97926	7.76365	67.76102	5.22715	74.82996	1.16533	5.54314
5798	9.07762	6.82747	118.15984	Christy Chen	9.63858	642-87-4337	married	50.71269	Y	0.00000	6.58470	8.70784	89.48213	6.46407	67.93668	4.81717	8.92367
5799	5.37527	9.43151	66.42924	Rebecca Dunn	5.42544	518-34-6334	single	62.78147	N	1.00000	8.90693	8.23145	77.40407	6.87380	76.65735	0.59424	9.62308
5800	5.59669	6.99805	111.35707	Travis Bailey	3.68181	027-90-1487	separated	65.48958	Y	1.00000	6.99229	6.89569	69.34062	7.32296	61.16274	1.56058	7.93339
5801	4.86718	6.15559	86.35934	Andrew Campbell	5.97589	428-71-7573	divoced	61.09941	no	1.00000	7.40859	7.91721	88.71892	5.95657	65.49301	0.78838	8.46286
5802	6.14018	7.69361	22.96985	Bruce Beard	6.95791	644-78-4771	divoced	73.89986	no	1.00000	7.18336	9.28984	80.08029	6.97804	78.45586	0.96850	10.19337
5803	9.04274	7.16893	25.39034	Steve Gamble	7.41071	286-29-8217	married	46.97799	yes	1.00000	7.41421	6.82426	82.10391	6.48104	63.22416	4.55888	5.79584
5804	5.20429	7.20188	141.33055	Debra Edwards	3.42591	705-03-4564	nop	47.62687	Y	1.00000	6.72361	6.62076	87.87197	6.43762	68.07992	0.67559	9.19892
5805	6.67938	7.97305	97.28572	Jessica Whitehead	6.88497	373-60-2553	separated	50.83573	no	1.00000	6.09831	3.73322	76.07398	5.60497	69.96460	0.99815	
5806	5.44028	6.53482	97.15938	Anthony Bryant	7.34673	045-57-8192	divoced	61.84014	no	0.00000	8.28345	8.94661	85.69945	6.74872	75.12356	0.55524	5.89332
5807	4.95480	7.12755	92.52794	Caleb Mcclain	7.58261	730-23-2500	divoced	50.36625	Y	0.00000	5.09215	8.63840	79.60868	5.67161	71.74388	0.89399	6.96222
5808	7.51064	5.45264	36.00082	Kristen Hernandez	7.79745	430-94-5123	single	59.20818	no	0.00000	7.30827	9.05280	85.88777	6.55330	68.45094	1.77464	8.38365
5809	5.08457	7.95943	66.91481	Michael Anthony	4.85282	303-81-1140	divoced	47.86287	no	1.00000	7.67376	6.85311	59.70276	7.61030	76.63742	0.84737	6.77326
5810	7.71225	6.14318	-0.20523	Joshua Walker	8.26634	251-27-2637	nop	64.39674	yes	1.00000	6.41982	5.86430	70.94969	7.00116	70.16519	1.28136	5.72305
5811	5.18613	7.34068	57.59274	Amanda Erickson	9.20870	352-19-2836	single	58.59040	no	1.00000	7.77370	2.08279	89.91415	6.41789	68.70256	0.86295	3.90020
5812	5.79423	7.15672	82.22997	Cathy Figueroa	6.10685	828-58-5230	single	49.71042	yes	1.00000	5.05893	8.77067	80.68832	6.98845	73.94396	0.08458	7.55519
5813	5.93713	4.93515	130.24804	Joshua Skinner	5.81227	214-72-3060	divoced	46.80743	no	1.00000	5.59475	8.39898	55.49078	7.57083	67.19662	1.42673	8.34291
5814	6.47957	7.51716	89.67300	Alicia Ramirez	8.92033	013-73-0641	widowed	51.43376	yes	1.00000	8.07544	3.35724	74.88795	7.25990	80.72647	1.57023	4.72909
5815	5.00125	7.27130	81.29151	Alec Johnson	4.89348	203-66-4136	married	73.08704	no	1.00000	5.53801	7.13791	68.72432	5.32649	69.36189	1.29227	7.64658
5816	6.95421	6.51513	80.20076	Luke Cowan	8.98514	085-79-5021	divoced	56.26894	N	1.00000	9.85493	5.30815	78.01722	7.04631	71.50538	0.86222	4.98299
5817	5.58097	7.46142	78.77111	Scott Patrick	6.43011	420-67-4583	widowed	49.46276	yes	1.00000	7.28414	8.92687	36.59745	7.94450	77.68441	0.99221	8.24084
5818	7.65596	6.94906	35.13077	Gwendolyn Powell	6.51051	053-30-6616	divoced	49.32474	Y	1.00000	6.10120	8.35704	84.96151	5.63401	67.15821	1.66116	6.53789
5819	5.80431	7.21636	118.62337	Amanda Elliott	8.44704	716-35-8422	nop	47.20009	no	0.00000	5.82319	7.63791	84.39093	6.10501	84.73871	1.10316	4.83928
5820	7.22875	8.02038	73.58627	Brandy Lee	8.75004	403-73-4588	married	68.24398	no	1.00000	6.05760	5.56022	57.50061	7.78640	72.24855	1.16589	5.79369
5821	6.95883	7.08058	62.78086	Adam Johnson DDS	8.95173	025-82-2820	single	67.59719	N	1.00000	4.97605	5.94900	39.03343	4.49137	77.61373	1.61728	5.94034
5822	8.13475	7.29545	82.76301	Michael Grant	9.26389	817-46-7311	nop	48.91236	Y	0.00000	6.76913	7.66367	54.40960	7.60533	75.87236	2.82298	9.95214
5823	6.00894	7.50515	97.29565	Jenna Davis	7.63004	253-39-3116	divoced	56.13877	no	0.00000	5.93287	8.18142	79.14971	6.84476	78.56782	0.70732	6.08881
5824	8.47449	7.31677	119.51321	Deanna Mora	5.01635	136-35-1934	separated	65.53875	Y	1.00000	7.31974	4.60437	68.93322	7.43089	80.13272	3.01117	4.96904
5825	9.96958	7.04251	12.08756	Justin Sellers	8.38150	129-66-3106	married	58.49862	no	0.00000	7.73064	7.14277	56.95030	4.72401	63.30926	11.15915	8.30973
5826	8.25746	6.66300	58.30831	Michael Bond	5.84150	638-42-0412	single	72.14384	no	1.00000	6.27940	5.99010	79.60348	5.71524	61.89603	2.77475	5.73135
5827	5.00501	6.12778	52.87196	Ms. Kara Moran	5.22224	107-32-1404	separated	55.27108	no	1.00000	6.91335	7.76086	61.88102	5.16026	68.54028	0.71972	7.30717
5828	7.60170	6.47796	93.15067	Christopher Fields	8.17963	781-85-8504	single	54.86736	Y	0.00000	6.50371	9.46402	49.35933	7.97918	75.79514	1.65636	8.92596
5829	7.35327	7.35957	117.66952	Eric Gonzalez	8.32395	453-59-0004	divoced	60.26893	no	1.00000	6.47579	5.64568	53.74833	7.69349	67.81313	1.90143	5.79209
5830	5.89690	8.32812	147.15369	Gregory Zimmerman	5.67351	656-55-3307	nop	65.53232	no	0.00000	6.13023	7.85333	76.31385	5.42319	70.84121	0.79130	8.28323
5831	7.39728	6.71024	86.18143	Taylor Moore	7.96017	617-06-3016	divoced	42.36352	no	0.00000	6.32013	8.21809	83.04491	6.83367	74.35159	1.47604	7.77078
5832	5.74042	5.96163	14.10702	Alyssa Richardson	7.40272	780-30-5083	married	29.37902	N	0.00000	6.81224	8.82088	84.77247	5.80654	71.73561	0.60102	6.02458
5833	6.08395	4.78125	65.29964	Mary Thomas	5.94442	017-82-6949	divoced	52.03293	no	1.00000	6.47480	8.09541	86.16582	5.86252	78.56915	0.73585	8.38960
5834	5.52695	6.72410	76.68129	Valerie Knight	4.89691	475-83-8199	nop	67.09042	Y	1.00000	7.37499	7.81130	88.35592	6.62448	74.19566	0.82096	7.37038
5835	5.27876	7.16606	118.64745	Ronald Adkins	7.93978	802-51-4531	married	39.60243	Y	0.00000	7.89602	8.25708	81.41534	6.75477	70.71471	0.40277	5.71455
5836	7.59343	6.85637	54.57210	Christopher Crawford	5.55981	579-87-0240	married	76.03516	Y	0.00000	6.81581	9.09069	84.15965	6.47119	74.87830	1.10355	4.92136
5837	10.09758	5.51269	39.84551	Bradley Johnson	8.58146	678-02-2362	single	71.84368	Y	0.00000	5.78168	9.10651	89.71117	6.40256	76.65651	11.98788	8.51262
5838	6.39694	7.84754	64.75715	Christopher Sutton	5.78211	092-39-4953	married	47.36007	no	1.00000	7.69514	8.43255	81.17194	6.33240	70.54317	0.92947	7.95870
5839	4.95993	5.52323	73.69735	Anthony Allen	4.64333	535-01-4252	married	50.77738	Y	1.00000	6.10744	7.50987	69.36789	7.29061	63.97638	0.73827	8.96894
5840	5.38815	5.44063	67.56374	Kristy Perez	5.90793	135-77-1674	divoced	53.92005	yes	1.00000	6.59753	8.16472	42.51021	8.08918	75.54297	1.03361	7.88018
5841	8.71828	5.92959	72.79957	David Lee	7.09570	336-21-4727	married	51.82392	yes	0.00000	6.96021	6.13031	80.14887	5.93192	83.52295	3.84731	7.00675
5842	5.06503	5.93817	21.55564	Brian Brandt	4.86870	592-27-5651	divoced	38.84671	no	0.00000	6.22044	7.99890	60.45671	7.47304	75.60262	1.11727	7.95029
5843	4.72138	6.72343	64.93366	Alexandra Flores	5.77980	344-95-1602	separated	76.00540	N	1.00000	6.59842	8.01015	49.35485	7.80204	87.51983	0.87338	9.13385
5844	9.96790	8.33352	102.68552	Rebekah Wilson	6.50934	698-97-9275	nop	35.95524	no	1.00000	6.31840	6.86833	53.12188	7.69323	69.11206	11.04264	5.63028
5845	4.85188	5.92085	-32.38063	Allison Higgins	7.01989	132-23-5152	married	39.45684	Y	0.00000	6.70169	9.46223	86.66974	6.38360	73.22452	0.58217	5.60965
5846	6.49832	6.65690	104.89197	Scott Collins	5.50380	235-72-6812	married	51.57748	no	1.00000	8.54075	7.73606	85.99122	6.51324	67.93504	1.23558	8.78369
5847	6.78072	7.20342	128.24109	Taylor Williams	4.83952	584-27-4042	married	56.22792	yes	1.00000	7.25692	7.57286	86.96458	6.18330	73.16997	0.70356	9.12307
5848	4.89341	7.59027	115.17426	Alexa Mcintyre	6.66932	829-24-7889	separated	53.61441	Y	1.00000	7.01231	8.86637	55.07875	7.76100	64.41508	0.76565	7.36477
5849	9.18107	6.45322	83.24017	Christian Fitzpatrick	5.66977	363-36-6472	married	40.19302	no	1.00000	6.24477	7.87582	44.32147	7.85642	76.08708	5.45307	6.65875
5850	8.34675	4.35057	43.57176	Kevin Moore	10.96646	035-94-0062	nop	63.62649	no	1.00000	7.80841	6.98467	87.89567	6.07431	72.58570	2.66707	5.86224
5851	5.03487	6.42447	96.61515	Joanna Hodges	7.71123	504-43-4124	divoced	34.66139	Y	1.00000	6.41575	8.85840	80.43475	6.78580	79.11120	0.89318	8.63573
5852	5.20115	6.83463	25.41637	Laurie Kelley	6.72937	435-10-6496	married	57.06597	no	0.00000	7.21733	9.38893	70.22566	5.47216	68.14225	1.05186	5.90168
5853	5.54831	7.32674	67.40959	James Johnson	5.94430	130-62-4726	single	59.16058	no	1.00000	6.84926	8.05485	87.47829	6.05322	77.44125	1.45346	8.86618
5854	6.84679	7.05760	96.69340	Jessica Brown	5.57441	604-56-1125	married	47.31824	Y	1.00000	7.16155	5.01538	78.24684	5.81427	80.13599	1.47128	5.93178
5855	5.54428	6.94028	37.70521	Ms. Patricia Campbell	4.32827	836-12-5883	divoced	45.58714	N	1.00000	6.08136	6.74357	94.47771	6.54966	63.58954	0.91649	7.96391
5856	8.80405	6.72211	133.62754	Mark Decker	9.37892	015-32-3088	divoced	47.68219	no	1.00000	8.08390	5.10621	83.41134	6.51235	73.97614	4.07498	5.01339
5857	6.47100	6.90557	62.32230	Shirley Scott	5.95093	053-76-1741	single	74.11033	no	1.00000	5.07155	8.74899	82.56047	6.44608	73.60539	1.39757	8.96758
5858	8.74993	8.67958	87.12834	Adam Moore	5.53700	521-70-8861	divoced	38.46538	no	1.00000	6.08273	5.79217	16.94201	8.75585	77.65529	4.04308	5.69453
5859	7.87283	4.25930	51.99534	Melissa Montoya	6.70450	349-76-4426	nop	44.83183	no	0.00000	6.97894	7.91660	83.19264	6.58362	72.80735	1.97892	7.12425
5860	9.97192	5.81589	65.36387	Kerry Burke	7.05876	398-19-3109	widowed	29.78636	Y	1.00000	5.20549	7.47698	81.33826	6.66834	84.24624	11.51999	6.95039
5861	5.01173	7.40244	51.06487	Mackenzie Moran	3.27654	629-44-9751	married	54.12161	no	1.00000	8.16493	6.17718	55.36424	7.73458	74.89894	0.56779	7.15676
5862	5.19169	7.70983	22.45307	Virginia Gonzalez	7.42590	800-86-7009	nop	55.17458	yes	0.00000	7.38534	8.00002	75.46658	5.53874	71.75083	0.18004	6.37023
5863	7.87803	5.66101	50.22704	Donald Green	6.81391	582-60-6529	divoced	63.96612	no	1.00000	8.17710	8.60112	93.03993	6.42272	79.19695	2.05920	8.39806
5864	9.72285	7.62042	104.26424	Lisa Yang	7.55667	678-06-5144	married	57.93807	N	1.00000	6.36891	6.30476	90.16462	6.24884	85.81569	8.75927	5.61417
5865	4.79798	6.38716	3.01469	Ashley Hinton	6.83417	682-11-4138	divoced	53.35741	no	0.00000	6.28815	9.58606	60.51415	7.39747	58.58560	0.65394	6.68386
5866	6.34939	8.15117	31.73011	Karen Smith	6.48386	389-58-7452	nop	41.56480	Y	0.00000	6.85857	8.52239	77.35626	6.93338	72.22788	0.93295	6.47075
5867	5.19678	7.40474	80.39676	Nathan Jones	6.63765	819-94-8158	divoced	66.65627	no	0.00000	6.68240	10.00937	82.44710	6.87654	63.78442	0.97108	5.35981
5868	6.15870	8.44929	135.31409	Randy Ferguson	4.78849	562-02-3807	divoced	68.50211	yes	0.00000	5.95230	9.37569	63.17861	7.28643	79.01471	0.93377	6.26346
5869	6.86381	7.86130	85.45639	Mark Garcia	11.59898	276-58-6427	married	72.15045	Y	1.00000	8.27652	5.24393	80.63177	6.11929	75.91358	1.09980	4.69533
5870	7.07707	6.39795	36.43005	Scott Mccoy	8.35329	448-71-3888	separated	55.29705	no	0.00000	6.94524	7.55820	49.43696	7.84968	80.59930	1.35416	5.18125
5871	8.30418	7.91854	58.68963	Tanner Hicks	8.18790	704-08-7483	divoced	60.21904	no	1.00000	5.16257	5.67220	15.22243	8.89577	81.09012	3.00625	5.17046
5872	6.31796	6.84693	16.51349	Nancy Randolph	4.12961	296-57-7288	single	45.54213	yes	1.00000	6.40325	7.26815	67.08400	7.56595	69.07399	1.25613	9.51805
5873	5.85459	7.77038	11.62057	Samantha West	6.91963	139-26-5025	nop	65.32848	no	0.00000	7.09794	8.78826	63.49854	7.56043	76.83292	1.08665	5.62653
5874	9.52355	6.60556	64.15786	Christina Johnston	11.74090	481-58-3378	married	53.30764	no	1.00000	6.63694	8.09073	40.98029	4.57381	69.42135	7.35511	6.65837
5875	10.10759	5.53865	101.94460	Dr. Tracy Robbins DDS	9.18820	844-96-6270	divoced	44.65545	Y	1.00000	6.36495	6.74755	82.76459	5.87270	71.81367	12.61340	6.28592
5876	6.36175	7.81178	70.54152	Deborah Hernandez	7.54464	266-18-5204	divoced	59.03355	Y	1.00000	6.57716	4.56527	85.61716	6.52061	86.50969	1.18356	5.35318
5877	7.74875	6.87979	39.97442	Katrina Contreras	5.13164	874-80-8748	nop	63.60838	no	1.00000	6.59141	5.60112	70.81649	5.48375	74.35575	2.04858	6.21876
5878	7.54320	5.78509	72.78138	Miss Phyllis Oconnor	8.19727	296-87-0260	single	63.35931	no	1.00000	6.03765	5.45922	73.19777	6.85987	85.52395	1.58545	5.36621
5879	8.63633	6.15199	17.49801	Rachel Weber	7.70721	804-75-5516	nop	31.39865	no	1.00000	6.24942	6.84498	85.85740	6.36380	74.68753	3.46574	5.81277
5880	7.37633	7.63870	13.47087	Christine Pugh	9.96061	184-79-3787	single	37.91186	no	1.00000	6.18940	3.88472	88.24543	6.09613	61.69597	1.71525	4.39234
5881	4.78298	5.59660	40.03689	Steven Mccann	7.65639	114-99-7578	single	57.19544	no	0.00000	7.22360	8.19289	86.17825	5.77094	75.57628	0.53521	6.41473
5882	6.13484	7.01789	-4.04752	April Smith	8.81044	316-21-7258	divoced	49.73285	Y	0.00000	8.25275	7.02761	69.79116	7.27004	79.61047	1.10392	6.03246
5883	8.28698	6.87594	113.67549	Alexander Smith	8.24648	569-42-4094	divoced	66.10570	Y	0.00000	6.50236	6.87775	21.14199	8.54399	69.43356	2.48581	7.80768
5884	7.97760	6.81849	124.10321	Debbie Young	6.47763	173-43-9331	nop	47.61405	yes	1.00000	7.87809	8.23830	88.96336	6.11669	71.18396	2.47237	8.10848
5885	5.47797	7.56799	85.49531	Angela Grant	6.86367	331-48-4150	married	60.12477	no	0.00000	9.08857	9.73230	56.24212	7.71155	76.81647	0.63395	5.28644
5886	5.39132	5.85537	68.59422	Vincent Randall	4.79151	315-79-7588	divoced	72.21117	Y	1.00000	7.35436	7.30467	45.66139	8.04323	74.56229	1.10543	6.85466
5887	9.68883	7.26987	91.43049	Kristy Leonard	7.11565	625-92-5027	single	60.11976	no	0.00000	5.83695	8.20078	83.23704	6.74408	67.75883	8.49376	7.73467
5888	6.57448	7.95146	66.07504	Katie Hunter	6.90844	741-03-9987	married	60.34448	no	1.00000	5.69685	8.57485	81.50046	6.61007	74.99591	0.88183	7.23550
5889	5.65712	6.17091	61.47389	Steven Guzman	5.75549	881-58-5537	single	53.27690	no	1.00000	7.00740	8.30457	69.83991	6.77045	78.71131	1.06078	8.70194
5890	8.99339	6.13253	82.11621	Renee Lawrence	10.56025	473-59-0342	divoced	56.49838	no	1.00000	6.74135	6.01205	80.27897	7.08036	72.00416	4.45986	5.70193
5891	4.85990	8.46924	87.14171	Andrew Woods	5.83394	723-53-0389	divoced	61.16615	yes	1.00000	7.44071	8.54392	79.81354	5.62852	74.80879	0.88167	8.31781
